species_sci,wcvp_matched_name,wcvp_status,accepted_name,accepted_authors,accepted_family,accepted_genus,accepted_rank,powo_id,powo_match_type
Allium altissimum Regel,Allium altissimum Regel,Accepted,Allium altissimum,Regel,Amaryllidaceae,Allium,Species,527568-1,exact_full
Allium ampeloprasum L.,Allium ampeloprasum L.,Accepted,Allium ampeloprasum,L.,Amaryllidaceae,Allium,Species,332079-2,name_multi_author_ok
Allium anisotepalum Vved.,Allium anisotepalum Vved.,Accepted,Allium anisotepalum,Vved.,Amaryllidaceae,Allium,Species,527606-1,exact_full
Allium aroides Popov & Vved.,Allium aroides Popov & Vved.,Accepted,Allium aroides,Popov & Vved.,Amaryllidaceae,Allium,Species,527628-1,exact_full
Allium atrosanguineum Schrenk,Allium atrosanguineum Schrenk,Accepted,Allium atrosanguineum,Schrenk,Amaryllidaceae,Allium,Species,60440753-2,exact_full
Allium atroviolaceum Boiss.,Allium atroviolaceum Boiss.,Accepted,Allium atroviolaceum,Boiss.,Amaryllidaceae,Allium,Species,527645-1,name_multi_author_ok
Allium backhousianum Regel,Allium backhousianum Regel,Accepted,Allium backhousianum,Regel,Amaryllidaceae,Allium,Species,527660-1,exact_full
Allium baissunense Lipsky,Allium baissunense Lipsky,Synonym,Allium caspium subsp. baissunense,(Lipsky) F.O.Khass. & R.M.Fritsch,Amaryllidaceae,Allium,Subspecies,980438-1,exact_full
Allium barsczewskii Lipsky,Allium barsczewskii Lipsky,Accepted,Allium barsczewskii,Lipsky,Amaryllidaceae,Allium,Species,527670-1,exact_full
Allium borszczowii Regel,Allium borszczowii Regel,Accepted,Allium borszczowii,Regel,Amaryllidaceae,Allium,Species,527703-1,exact_full
Allium botschantzevii Kamelin,Allium botschantzevii Kamelin,Accepted,Allium botschantzevii,Kamelin,Amaryllidaceae,Allium,Species,527706-1,exact_full
Allium brevidens Vved.,Allium brevidens Vved.,Accepted,Allium brevidens,Vved.,Amaryllidaceae,Allium,Species,527717-1,exact_full
Allium brevidentiforme Vved.,Allium brevidentiforme Vved.,Accepted,Allium brevidentiforme,Vved.,Amaryllidaceae,Allium,Species,527718-1,exact_full
Allium bucharicum Regel,Allium bucharicum Regel,Accepted,Allium bucharicum,Regel,Amaryllidaceae,Allium,Species,527725-1,exact_full
Allium caeruleum Pall.,Allium caeruleum Pall.,Accepted,Allium caeruleum,Pall.,Amaryllidaceae,Allium,Species,527740-1,name_multi_author_ok
Allium caesioides Wendelbo,Allium caesioides Wendelbo,Accepted,Allium caesioides,Wendelbo,Amaryllidaceae,Allium,Species,527741-1,exact_full
Allium caesium Schrenk,Allium caesium Schrenk,Accepted,Allium caesium,Schrenk,Amaryllidaceae,Allium,Species,527742-1,exact_full
Allium carolinianum DC.,Allium carolinianum Redouté,Accepted,Allium carolinianum,Redouté,Amaryllidaceae,Allium,Species,527786-1,exact_name_unique
Allium caspium (Pall.) M. Bieb.,Allium caspium (Pall.) M.Bieb.,Accepted,Allium caspium,(Pall.) M.Bieb.,Amaryllidaceae,Allium,Species,527788-1,exact_full
Allium chorkesaricum F.O. Khass. & Tojibaev,Allium chorkessaricum F.O.Khass. & Tojibaev,Accepted,Allium chorkessaricum,F.O.Khass. & Tojibaev,Amaryllidaceae,Allium,Species,77129268-1,canon_exact
Allium clausum Vved.,Allium clausum Vved.,Accepted,Allium clausum,Vved.,Amaryllidaceae,Allium,Species,527844-1,exact_full
Allium costatovaginatum Kamelin & Levichev,Allium costatovaginatum Kamelin & Levichev,Accepted,Allium costatovaginatum,Kamelin & Levichev,Amaryllidaceae,Allium,Species,930009-1,exact_full
Allium crystallinum Vved.,Allium crystallinum Vved.,Accepted,Allium crystallinum,Vved.,Amaryllidaceae,Allium,Species,527892-1,exact_full
Allium cupuliferum Regel subsp. cupuliferum,Allium cupuliferum Regel,Accepted,Allium cupuliferum,Regel,Amaryllidaceae,Allium,Species,527897-1,exact_name_unique
Allium cupuliferum subsp. nuratavicum R.M. Fritsch & Beshko,Allium cupuliferum subsp. nuratavicum R.M.Fritsch & Beshko,Synonym,Allium nuratavicum,(R.M.Fritsch & Beshko) Beshko,Amaryllidaceae,Allium,Species,77330949-1,exact_full
Allium darwasicum Regel,Allium darwasicum Regel,Accepted,Allium darwasicum,Regel,Amaryllidaceae,Allium,Species,527913-1,exact_full
Allium decoratum Turginov & Tojibaev,Allium decoratum Turginov & Tojibaev,Accepted,Allium decoratum,Turginov & Tojibaev,Amaryllidaceae,Allium,Species,77143068-1,exact_full
Allium dodecadontum Vved.,Allium dodecadontum Vved.,Accepted,Allium dodecadontum,Vved.,Amaryllidaceae,Allium,Species,527952-1,exact_full
Allium dolichomischum Vved.,Allium dolichomischum Vved.,Accepted,Allium dolichomischum,Vved.,Amaryllidaceae,Allium,Species,527954-1,exact_full
Allium dolichostylum Vved.,Allium dolichostylum Vved.,Accepted,Allium dolichostylum,Vved.,Amaryllidaceae,Allium,Species,527955-1,exact_full
Allium drepanophyllum Vved.,Allium drepanophyllum Vved.,Accepted,Allium drepanophyllum,Vved.,Amaryllidaceae,Allium,Species,527961-1,exact_full
Allium drobovii Vved.,Allium drobovii Vved.,Accepted,Allium drobovii,Vved.,Amaryllidaceae,Allium,Species,527962-1,exact_full
Allium elegans Drobow,Allium elegans Drobow,Accepted,Allium elegans,Drobow,Amaryllidaceae,Allium,Species,527979-1,exact_full
Allium eremoprasum Vved.,Allium eremoprasum Vved.,Accepted,Allium eremoprasum,Vved.,Amaryllidaceae,Allium,Species,527992-1,exact_full
Allium eriocoleum Vved.,Allium eriocoleum Vved.,Accepted,Allium eriocoleum,Vved.,Amaryllidaceae,Allium,Species,527994-1,exact_full
Allium fedschenkoanum Regel,Allium fedschenkoanum Regel,Synonym,Allium atrosanguineum var. fedschenkoanum,(Regel) G.H.Zhu & Turland,Amaryllidaceae,Allium,Variety,1015523-1,exact_full
Allium ferganicum Vved.,Allium ferganicum Vved.,Accepted,Allium ferganicum,Vved.,Amaryllidaceae,Allium,Species,528026-1,exact_full
Allium fetisowii Regel,Allium fetisowii Regel,Accepted,Allium fetisowii,Regel,Amaryllidaceae,Allium,Species,528028-1,exact_full
Allium fibrosum Regel,Allium fibrosum Regel,Synonym,Allium leucosphaerum,Aitch. & Baker,Amaryllidaceae,Allium,Species,528311-1,name_multi_author_ok
Allium filidens Regel subsp. filidens,Allium filidens Regel,Accepted,Allium filidens,Regel,Amaryllidaceae,Allium,Species,528033-1,exact_name_unique
Allium filidentiforme Vved.,Allium filidentiforme Vved.,Accepted,Allium filidentiforme,Vved.,Amaryllidaceae,Allium,Species,528034-1,exact_full
Allium flavellum Vved.,Allium flavellum Vved.,Accepted,Allium flavellum,Vved.,Amaryllidaceae,Allium,Species,528047-1,exact_full
Allium fritschii F.O. Khass. & Yengalycheva,Allium fritschii F.O.Khass. & Yengal.,Accepted,Allium fritschii,F.O.Khass. & Yengal.,Amaryllidaceae,Allium,Species,996296-1,exact_name_unique
Allium furkatii R. M. Fritsch,Allium furkatii R.M.Fritsch,Accepted,Allium furkatii,R.M.Fritsch,Amaryllidaceae,Allium,Species,77100367-1,exact_full
Allium giganteum Regel,Allium giganteum Regel,Accepted,Allium giganteum,Regel,Amaryllidaceae,Allium,Species,528087-1,exact_full
Allium gracillimum Vved.,Allium gracillimum Vved.,Accepted,Allium gracillimum,Vved.,Amaryllidaceae,Allium,Species,528110-1,exact_full
Allium griffithianum Boiss.,Allium griffithianum Boiss.,Accepted,Allium griffithianum,Boiss.,Amaryllidaceae,Allium,Species,528124-1,exact_full
Allium gusaricum Regel,Allium gusaricum Regel,Accepted,Allium gusaricum,Regel,Amaryllidaceae,Allium,Species,528132-1,exact_full
Allium gypsaceum Popov & Vved.,Allium gypsaceum Popov & Vved.,Accepted,Allium gypsaceum,Popov & Vved.,Amaryllidaceae,Allium,Species,528134-1,exact_full
Allium gypsodictyum Vved.,Allium gypsodictyum Vved.,Accepted,Allium gypsodictyum,Vved.,Amaryllidaceae,Allium,Species,528135-1,exact_full
Allium habibi F.O. Khass.,Allium habibii F.O.Khass.,Accepted,Allium habibii,F.O.Khass.,Amaryllidaceae,Allium,Species,77297089-1,canon_exact
Allium haneltii F. O. Khass. & R. M. Fritsch,Allium haneltii F.O.Khass. & R.M.Fritsch,Accepted,Allium haneltii,F.O.Khass. & R.M.Fritsch,Amaryllidaceae,Allium,Species,1002906-1,exact_full
Allium hexaceras Vved.,Allium hexaceras Vved.,Accepted,Allium hexaceras,Vved.,Amaryllidaceae,Allium,Species,528152-1,exact_full
Allium hissaricum Vved.,Allium hissaricum Vved.,Accepted,Allium hissaricum,Vved.,Amaryllidaceae,Allium,Species,528162-1,exact_full
Allium hymenorrhizum Ledeb.,Allium hymenorhizum Ledeb.,Accepted,Allium hymenorhizum,Ledeb.,Amaryllidaceae,Allium,Species,528178-1,manual_alias
Allium inconspicuum Vved.,Allium inconspicuum Vved.,Accepted,Allium inconspicuum,Vved.,Amaryllidaceae,Allium,Species,528191-1,exact_full
Allium incrustatum Vved.,Allium incrustatum Vved.,Accepted,Allium incrustatum,Vved.,Amaryllidaceae,Allium,Species,528192-1,exact_full
Allium isakulii R.M. Fritsch & F.O. Khass.,Allium isakulii R.M.Fritsch & F.O.Khass.,Accepted,Allium isakulii,R.M.Fritsch & F.O.Khass.,Amaryllidaceae,Allium,Species,1016281-1,exact_full
Allium jesdianum Boiss. & Buhse subsp. angustipetalum (Wendelbo) F.O. Khass. & R.M. Fritsch (= A. ecornutum),Allium jesdianum Boiss. & Buhse,Accepted,Allium jesdianum,Boiss. & Buhse,Amaryllidaceae,Allium,Species,528222-1,exact_name_unique
Allium jodanthum Vved.,Allium jodanthum Vved.,Accepted,Allium jodanthum,Vved.,Amaryllidaceae,Allium,Species,528223-1,exact_full
Allium karataviense Regel,Allium karataviense Regel,Accepted,Allium karataviense,Regel,Amaryllidaceae,Allium,Species,528236-1,exact_full
Allium kaufmannii Regel,Allium kaufmannii Regel,Synonym,Allium atrosanguineum var. fedschenkoanum,(Regel) G.H.Zhu & Turland,Amaryllidaceae,Allium,Variety,1015523-1,exact_full
Allium kokanicum Regel,Allium kokanicum Regel,Accepted,Allium kokanicum,Regel,Amaryllidaceae,Allium,Species,528257-1,exact_full
Allium komarowii Lipsky,Allium komarowii Lipsky,Accepted,Allium komarowii,Lipsky,Amaryllidaceae,Allium,Species,528259-1,exact_full
Allium kuramense F. O. Khass. & N. Friesen,Allium kuramense F.O.Khass. & N.Friesen,Accepted,Allium kuramense,F.O.Khass. & N.Friesen,Amaryllidaceae,Allium,Species,1002908-1,exact_full
Allium kysylkumi Kamelin,Allium kysylkumi Kamelin,Accepted,Allium kysylkumi,Kamelin,Amaryllidaceae,Allium,Species,528272-1,exact_full
Allium levichevii F.O. Khass. & Esankulov,"Allium levichevii F.O.Khass., Esankulov & Sulejm.",Accepted,Allium levichevii,"F.O.Khass., Esankulov & Sulejm.",Amaryllidaceae,Allium,Species,77219916-1,exact_name_unique
Allium lipskyanum Vved.,Allium lipskyanum Vved.,Accepted,Allium lipskyanum,Vved.,Amaryllidaceae,Allium,Species,528321-1,exact_full
Allium longicuspis Regel,Allium longicuspis Regel,Synonym,Allium sativum,L.,Amaryllidaceae,Allium,Species,528796-1,exact_full
Allium longiradiatum (Regel) Vved.,Allium longiradiatum (Regel) Vved.,Accepted,Allium longiradiatum,(Regel) Vved.,Amaryllidaceae,Allium,Species,528338-1,exact_full
Allium lutescens Vved.,Allium lutescens Vved.,Accepted,Allium lutescens,Vved.,Amaryllidaceae,Allium,Species,528352-1,exact_full
Allium majus Vved.,Allium majus Vved.,Accepted,Allium majus,Vved.,Amaryllidaceae,Allium,Species,528377-1,exact_full
Allium margaritiferum Vved.,Allium margaritiferum Vved.,Accepted,Allium margaritiferum,Vved.,Amaryllidaceae,Allium,Species,528384-1,exact_full
Allium marmoratum Seregin,Allium marmoratum Seregin,Accepted,Allium marmoratum,Seregin,Amaryllidaceae,Allium,Species,77146875-1,exact_full
Allium michaelis F.O. Khass. & Tojibaev,Allium michaelis F.O.Khass. & Tojibaev,Accepted,Allium michaelis,F.O.Khass. & Tojibaev,Amaryllidaceae,Allium,Species,77103807-1,exact_full
Allium minutum Vved.,Allium minutum Vved.,Accepted,Allium minutum,Vved.,Amaryllidaceae,Allium,Species,528416-1,exact_full
Allium nevskianum Vved.,Allium nevskianum Vved.,Illegitimate,Allium nevskianum,Vved. ex Wendelbo,Amaryllidaceae,Allium,Species,528483-1,name_multi_author_ok
Allium nikolai F.O. Khass. et Achilova,Allium nikolaii F.O.Khass. & Achilova,Accepted,Allium nikolaii,F.O.Khass. & Achilova,Amaryllidaceae,Allium,Species,77297087-1,canon_exact
Allium ophiophyllum Vved.,Allium ophiophyllum Vved.,Accepted,Allium ophiophyllum,Vved.,Amaryllidaceae,Allium,Species,528533-1,exact_full
Allium oreodictyum Vved.,Allium oreodictyum Vved.,Accepted,Allium oreodictyum,Vved.,Amaryllidaceae,Allium,Species,528538-1,exact_full
Allium oreophiloides Regel,Allium oreophiloides Regel,Accepted,Allium oreophiloides,Regel,Amaryllidaceae,Allium,Species,528539-1,exact_full
Allium oreophilum C.A. Mey.,Allium oreophilum C.A.Mey.,Accepted,Allium oreophilum,C.A.Mey.,Amaryllidaceae,Allium,Species,528540-1,exact_full
Allium oreoprasum Schrenk,Allium oreoprasum Schrenk,Accepted,Allium oreoprasum,Schrenk,Amaryllidaceae,Allium,Species,528542-1,exact_full
Allium oreoscordum Vved.,Allium oreoscordum Vved.,Accepted,Allium oreoscordum,Vved.,Amaryllidaceae,Allium,Species,528543-1,exact_full
Allium orunbaii F. O. Khass. & R. M. Fritsch,Allium orunbaii F.O.Khass. & R.M.Fritsch,Accepted,Allium orunbaii,F.O.Khass. & R.M.Fritsch,Amaryllidaceae,Allium,Species,20007589-1,exact_full
Allium oschaninii O. Fedtsch.,Allium oschaninii O.Fedtsch.,Accepted,Allium oschaninii,O.Fedtsch.,Amaryllidaceae,Allium,Species,528547-1,exact_full
Allium oxianum F.O. Khass. et Tojibaev,Allium oxianum F.O.Khass. & Tojibaev,Accepted,Allium oxianum,F.O.Khass. & Tojibaev,Amaryllidaceae,Allium,Species,77297088-1,exact_name_unique
Allium pallasii Murr.,Allium pallasii Murray,Accepted,Allium pallasii,Murray,Amaryllidaceae,Allium,Species,528560-1,exact_name_unique
Allium petraeum Kar. & Kir.,Allium petraeum Kar. & Kir.,Accepted,Allium petraeum,Kar. & Kir.,Amaryllidaceae,Allium,Species,528609-1,name_multi_author_ok
Allium platyspathum Schrenk,Allium platyspathum Schrenk ex Fisch. & C.A.Mey.,Accepted,Allium platyspathum,Schrenk ex Fisch. & C.A.Mey.,Amaryllidaceae,Allium,Species,528627-1,exact_name_unique
Allium popovii Vved.,Allium popovii Vved.,Accepted,Allium popovii,Vved.,Amaryllidaceae,Allium,Species,528642-1,exact_full
Allium praemixtum Vved.,Allium praemixtum Vved.,Accepted,Allium praemixtum,Vved.,Amaryllidaceae,Allium,Species,528653-1,exact_full
Allium protensum Wendelbo,Allium protensum Wendelbo,Accepted,Allium protensum,Wendelbo,Amaryllidaceae,Allium,Species,528663-1,exact_full
Allium pskemense B. Fedtsch.,Allium pskemense B.Fedtsch.,Accepted,Allium pskemense,B.Fedtsch.,Amaryllidaceae,Allium,Species,528683-1,exact_full
"Allium ravenii F.O. Khass., Shomurodov & Kadyrov","Allium ravenii F.O.Khass., Shomur. & Kadyrov",Accepted,Allium ravenii,"F.O.Khass., Shomur. & Kadyrov",Amaryllidaceae,Allium,Species,77116771-1,exact_name_unique
Allium renardii Regel,Allium renardii Regel,Synonym,Allium caesium,Schrenk,Amaryllidaceae,Allium,Species,527742-1,exact_full
Allium rhodanthum Vved.,Allium rhodanthum Vved.,Synonym,Allium caspium subsp. baissunense,(Lipsky) F.O.Khass. & R.M.Fritsch,Amaryllidaceae,Allium,Subspecies,980438-1,exact_full
"Allium rinae F.O. Khass., Shomuradov & Tojibaev","Allium rinae F.O.Khass., Shomur. & Tojibaev",Accepted,Allium rinae,"F.O.Khass., Shomur. & Tojibaev",Amaryllidaceae,Allium,Species,77103809-1,exact_name_unique
Allium rosenbachianum Regel,Allium rosenbachianum Regel,Accepted,Allium rosenbachianum,Regel,Amaryllidaceae,Allium,Species,528745-1,exact_full
Allium rosenorum R.M. Fritsch,Allium rosenorum R.M.Fritsch,Accepted,Allium rosenorum,R.M.Fritsch,Amaryllidaceae,Allium,Species,980439-1,exact_full
Allium rubellum M. Bieb.,Allium rubellum M.Bieb.,Accepted,Allium rubellum,M.Bieb.,Amaryllidaceae,Allium,Species,528756-1,name_multi_author_ok
Allium sabulosum Steven ex Bunge,Allium sabulosum Steven ex Bunge,Accepted,Allium sabulosum,Steven ex Bunge,Amaryllidaceae,Allium,Species,528779-1,exact_full
Allium saposhnikovii Nikitina,Allium saposhnikovii Nikitina,Accepted,Allium saposhnikovii,Nikitina,Amaryllidaceae,Allium,Species,528793-1,exact_full
Allium sarawschanicum Regel,Allium sarawschanicum Regel,Accepted,Allium sarawschanicum,Regel,Amaryllidaceae,Allium,Species,528794-1,exact_full
Allium scabrellum Boiss. & Buhse,Allium scabrellum Boiss. & Buhse,Synonym,Allium umbilicatum,Boiss.,Amaryllidaceae,Allium,Species,529079-1,exact_full
Allium schachimardanicum Vved.,Allium schachimardanicum Vved.,Accepted,Allium schachimardanicum,Vved.,Amaryllidaceae,Allium,Species,528815-1,exact_full
Allium scharobitdinii F.O. Khass. & Tojibaev,Allium scharobitdinii F.O.Khass. & Tojibaev,Accepted,Allium scharobitdinii,F.O.Khass. & Tojibaev,Amaryllidaceae,Allium,Species,77129267-1,exact_full
Allium schoenoprasoides Regel,Allium schoenoprasoides Regel,Accepted,Allium schoenoprasoides,Regel,Amaryllidaceae,Allium,Species,528822-1,exact_full
Allium severtzovioides R.M. Fritsch,Allium severtzovioides R.M.Fritsch,Accepted,Allium severtzovioides,R.M.Fritsch,Amaryllidaceae,Allium,Species,980431-1,exact_full
Allium sewerzowii Regel,Allium sewerzowii Regel,Accepted,Allium sewerzowii,Regel,Amaryllidaceae,Allium,Species,528862-1,exact_full
Allium sochense R.M. Fritsch & U. Turakulov,Allium sochense R.M.Fritsch & U.Turak.,Accepted,Allium sochense,R.M.Fritsch & U.Turak.,Amaryllidaceae,Allium,Species,20007591-1,exact_name_unique
Allium sordidiflorum Vved.,Allium sordidiflorum Vved.,Accepted,Allium sordidiflorum,Vved.,Amaryllidaceae,Allium,Species,528885-1,exact_full
Allium spathulatum F.O. Khass. & R.M. Fritsch,Allium spathulatum F.O.Khass. & R.M.Fritsch,Accepted,Allium spathulatum,F.O.Khass. & R.M.Fritsch,Amaryllidaceae,Allium,Species,1002907-1,exact_full
Allium stephanophorum Vved.,Allium stephanophorum Vved.,Accepted,Allium stephanophorum,Vved.,Amaryllidaceae,Allium,Species,528918-1,exact_full
Allium stipitatum Regel,Allium stipitatum Regel,Accepted,Allium stipitatum,Regel,Amaryllidaceae,Allium,Species,528920-1,exact_full
Allium sulphureum Vved.,Allium sulphureum Vved.,Accepted,Allium sulphureum,Vved.,Amaryllidaceae,Allium,Species,528954-1,exact_full
Allium suworowii Regel,Allium suworowii Regel,Accepted,Allium suworowii,Regel,Amaryllidaceae,Allium,Species,528956-1,exact_full
Allium svetlanae Vved.,Allium svetlanae Vved. ex Filim.,Accepted,Allium svetlanae,Vved. ex Filim.,Amaryllidaceae,Allium,Species,899127-1,exact_name_unique
Allium taeniopetalum Popov & Vved. subsp. taeniopetalum,Allium taeniopetalum Popov & Vved.,Accepted,Allium taeniopetalum,Popov & Vved.,Amaryllidaceae,Allium,Species,528965-1,exact_name_unique
Allium taeniopetalum subsp. mogoltavicum (Vved.) R.M. Fritsch & F.O. Khass.,Allium taeniopetalum subsp. mogoltavicum (Vved.) R.M.Fritsch & F.O.Khass.,Accepted,Allium taeniopetalum subsp. mogoltavicum,(Vved.) R.M.Fritsch & F.O.Khass.,Amaryllidaceae,Allium,Subspecies,1002909-1,exact_full
Allium talassicum Regel,Allium talassicum Regel,Accepted,Allium talassicum,Regel,Amaryllidaceae,Allium,Species,528967-1,exact_full
Allium tashkenticum F.O. Khass. & R.M. Fritsch,Allium tashkenticum F.O.Khass. & R.M.Fritsch,Invalid,Allium taschkenticum,F.O.Khass. & R.M.Fritsch,Amaryllidaceae,Allium,Species,77165623-1,exact_full
Allium tatyanae F.O. Khass. & F. Karim.,Allium tatyanae F.O.Khass. & F.Karimov,Accepted,Allium tatyanae,F.O.Khass. & F.Karimov,Amaryllidaceae,Allium,Species,77136024-1,exact_name_unique
Allium tenuicaule Regel,Allium tenuicaule Regel,Accepted,Allium tenuicaule,Regel,Amaryllidaceae,Allium,Species,528994-1,exact_full
Allium tschimganicum O. Fedtsch.,Allium tschimganicum B.Fedtsch. ex Vved.,Accepted,Allium tschimganicum,B.Fedtsch. ex Vved.,Amaryllidaceae,Allium,Species,529057-1,exact_name_unique
Allium tuberosum Rottler ex Spreng.,Allium tuberosum Rottler ex Spreng.,Accepted,Allium tuberosum,Rottler ex Spreng.,Amaryllidaceae,Allium,Species,529062-1,name_multi_author_ok
Allium turcomanicum Regel,Allium turcomanicum Regel,Accepted,Allium turcomanicum,Regel,Amaryllidaceae,Allium,Species,529067-1,exact_full
Allium turkestanicum Regel,Allium turkestanicum Regel,Accepted,Allium turkestanicum,Regel,Amaryllidaceae,Allium,Species,529068-1,exact_full
Allium tytthanthum Vved.,Allium tytthanthum Vved.,Accepted,Allium tytthanthum,Vved.,Amaryllidaceae,Allium,Species,529071-1,exact_full
Allium ugami Vved.,Allium ugami Vved.,Synonym,Allium filidens subsp. ugami,(Vved.) R.M.Fritsch & F.O.Khass.,Amaryllidaceae,Allium,Subspecies,77095176-1,exact_full
Allium verticillatum Regel,Allium verticillatum Regel,Accepted,Allium verticillatum,Regel,Amaryllidaceae,Allium,Species,529106-1,exact_full
Allium viridiflorum Pobed.,Allium viridiflorum Pobed.,Accepted,Allium viridiflorum,Pobed.,Amaryllidaceae,Allium,Species,529123-1,exact_full
Allium winklerianum Regel,Allium winklerianum Regel,Accepted,Allium winklerianum,Regel,Amaryllidaceae,Allium,Species,529148-1,exact_full
Allium x tokaliense Kamelin & Levichev,Allium × tokalense Kamelin & Levichev,Accepted,Allium × tokalense,Kamelin & Levichev,Amaryllidaceae,Allium,Species,930011-1,manual_alias
Allium xiphopetalum Aitch. & Baker,Allium xiphopetalum Aitch. & Baker,Accepted,Allium xiphopetalum,Aitch. & Baker,Amaryllidaceae,Allium,Species,529152-1,exact_full
